t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1,t
1182.248,1131.58,1117.525,1124.905,1157.123,1088.388,1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58
1131.58,1117.525,1124.905,1157.123,1088.388,1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429
1117.525,1124.905,1157.123,1088.388,1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861
1124.905,1157.123,1088.388,1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618
1157.123,1088.388,1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929
1088.388,1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293
1068.317,1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165
1095.655,1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648
1194.893,1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39
1246.312,1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063
1241.452,1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15
1259.755,1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25
1273.58,1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277
1337.429,1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1
1340.861,1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72
1326.618,1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045
1268.929,1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677
1240.293,1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189
1152.165,1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674
1192.648,1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809
1233.39,1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775
1231.063,1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562
1267.15,1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332
1245.25,1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618
1261.277,1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126
1235.1,1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064
1281.72,1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859
1317.045,1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198
1280.677,1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726
1283.189,1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275
1265.674,1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887
1332.809,1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63
1333.775,1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755
1325.562,1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286
1335.332,1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65
1303.618,1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46
1282.126,1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488
1238.064,1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611
1201.859,1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102
1199.198,1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336
1214.726,1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765
1221.275,1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921
1249.887,1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025
1291.63,1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668
1319.755,1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668,1598.818
1302.286,1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668,1598.818,1593.764
1287.65,1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668,1598.818,1593.764,1680.03
1282.46,1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668,1598.818,1593.764,1680.03,1715.697
1358.488,1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668,1598.818,1593.764,1680.03,1715.697,1734.032
1414.611,1497.102,1510.336,1494.765,1471.921,1480.025,1560.668,1598.818,1593.764,1680.03,1715.697,1734.032,1840.807
